param nLayers := 11;
 10 860 2146 1
 10 860 2148 0
 10 861 2147 1
 10 861 2149 0
 10 862 2148 1
 10 862 2150 0
 10 863 2149 1
 10 863 2151 0
 10 864 2150 1
 10 864 2152 0
 10 865 2151 1
 10 865 2153 0
 10 866 2152 1
 10 866 2154 0
 10 867 2153 1
 10 867 2155 0
 10 868 2154 1
 10 868 2156 0
 10 869 destination 0
 10 2146 4533 1
 10 2146 4534 0
 10 2147 4533 1
 10 2147 4535 0
 10 2148 4534 1
 10 2148 4536 0
 10 2149 4535 1
 10 2149 4537 0
 10 2150 4536 1
 10 2150 4538 0
 10 2151 4537 1
 10 2151 4539 0
 10 2152 4538 1
 10 2152 4540 0
 10 2153 4539 1
 10 2153 4541 0
 10 2154 4540 1
 10 2154 4542 0
 10 2155 4541 1
 10 2155 4543 0
 10 2156 destination 0
 10 4533 1057 1
 10 4533 1058 0
 10 4534 1057 1
 10 4534 1059 0
 10 4535 1058 1
 10 4535 1060 0
 10 4536 1059 1
 10 4536 1061 0
 10 4537 1060 1
 10 4537 1062 0
 10 4538 1061 1
 10 4538 1063 0
 10 4539 1062 1
 10 4539 1064 0
 10 4540 1063 1
 10 4540 1065 0
 10 4541 1064 1
 10 4541 1066 0
 10 4542 1065 1
 10 4542 1067 0
 10 4543 destination 0
 10 1057 4522 1
 10 1057 4523 0
 10 1058 4522 1
 10 1058 4524 0
 10 1059 4523 1
 10 1059 4525 0
 10 1060 4524 1
 10 1060 4526 0
 10 1061 4525 1
 10 1061 4527 0
 10 1062 4526 1
 10 1062 4528 0
 10 1063 4527 1
 10 1063 4529 0
 10 1064 4528 1
 10 1064 4530 0
 10 1065 4529 1
 10 1065 4531 0
 10 1066 4530 1
 10 1066 4532 0
 10 1067 destination 0
 10 4522 4390 1
 10 4522 4391 0
 10 4523 4390 1
 10 4523 4392 0
 10 4524 4391 1
 10 4524 4393 0
 10 4525 4392 1
 10 4525 4394 0
 10 4526 4393 1
 10 4526 4395 0
 10 4527 4394 1
 10 4527 4396 0
 10 4528 4395 1
 10 4528 4397 0
 10 4529 4396 1
 10 4529 4398 0
 10 4530 4397 1
 10 4530 4399 0
 10 4531 4398 1
 10 4531 4400 0
 10 4532 destination 0
 10 4390 9241 1
 10 4390 9242 0
 10 4391 9241 1
 10 4391 9243 0
 10 4392 9242 1
 10 4392 9244 0
 10 4393 9243 1
 10 4393 9245 0
 10 4394 9244 1
 10 4394 9246 0
 10 4395 9245 1
 10 4395 9247 0
 10 4396 9246 1
 10 4396 9248 0
 10 4397 9247 1
 10 4397 9249 0
 10 4398 9248 1
 10 4398 9250 0
 10 4399 9249 1
 10 4399 9251 0
 10 4400 destination 0
 10 9241 4280 1
 10 9241 4281 0
 10 9242 4280 1
 10 9242 4282 0
 10 9243 4281 1
 10 9243 4283 0
 10 9244 4282 1
 10 9244 4284 0
 10 9245 4283 1
 10 9245 4285 0
 10 9246 4284 1
 10 9246 4286 0
 10 9247 4285 1
 10 9247 4287 0
 10 9248 4286 1
 10 9248 4288 0
 10 9249 4287 1
 10 9249 4289 0
 10 9250 4288 1
 10 9250 4290 0
 10 9251 destination 0
 10 4280 6029 1
 10 4280 6031 0
 10 4281 6029 1
 10 4281 6032 0
 10 4282 6029 1
 10 4282 6033 0
 10 4283 6030 1
 10 4283 6034 0
 10 4284 6031 1
 10 4284 6035 0
 10 4285 6032 1
 10 4285 6036 0
 10 4286 6033 1
 10 4286 6037 0
 10 4287 6034 1
 10 4287 6038 0
 10 4288 6035 1
 10 4288 6039 0
 10 4289 6036 1
 10 4289 6039 0
 10 4290 destination 0
 10 6029 6557 1
 10 6029 6558 0
 10 6030 6557 1
 10 6030 6559 0
 10 6031 6558 1
 10 6031 6560 0
 10 6032 6559 1
 10 6032 6561 0
 10 6033 6560 1
 10 6033 6562 0
 10 6034 6561 1
 10 6034 6563 0
 10 6035 6562 1
 10 6035 6564 0
 10 6036 6563 1
 10 6036 6565 0
 10 6037 6564 1
 10 6037 6566 0
 10 6038 6565 1
 10 6038 6567 0
 10 6039 destination 0
 10 6557 4709 1
 10 6557 4710 0
 10 6558 4709 1
 10 6558 4711 0
 10 6559 4710 1
 10 6559 4712 0
 10 6560 4711 1
 10 6560 4713 0
 10 6561 4712 1
 10 6561 4714 0
 10 6562 4713 1
 10 6562 4715 0
 10 6563 4714 1
 10 6563 4716 0
 10 6564 4715 1
 10 6564 4717 0
 10 6565 4716 1
 10 6565 4718 0
 10 6566 4717 1
 10 6566 4719 0
 10 6567 destination 0
 10 4709 3972 1
 10 4709 3973 0
 10 4710 3972 1
 10 4710 3974 0
 10 4711 3973 1
 10 4711 3975 0
 10 4712 3974 1
 10 4712 3976 0
 10 4713 3975 1
 10 4713 3977 0
 10 4714 3976 1
 10 4714 3978 0
 10 4715 3977 1
 10 4715 3979 0
 10 4716 3978 1
 10 4716 3980 0
 10 4717 3979 1
 10 4717 3981 0
 10 4718 3980 1
 10 4718 3982 0
 10 4719 destination 0
 10 3972 6249 1
 10 3972 6250 0
 10 3973 6249 1
 10 3973 6251 0
 10 3974 6250 1
 10 3974 6252 0
 10 3975 6251 1
 10 3975 6253 0
 10 3976 6252 1
 10 3976 6254 0
 10 3977 6253 1
 10 3977 6255 0
 10 3978 6254 1
 10 3978 6256 0
 10 3979 6255 1
 10 3979 6257 0
 10 3980 6256 1
 10 3980 6258 0
 10 3981 6257 1
 10 3981 6259 0
 10 3982 destination 0
 10 6249 7118 1
 10 6249 7119 0
 10 6250 7118 1
 10 6250 7120 0
 10 6251 7119 1
 10 6251 7121 0
 10 6252 7120 1
 10 6252 7122 0
 10 6253 7121 1
 10 6253 7123 0
 10 6254 7122 1
 10 6254 7124 0
 10 6255 7123 1
 10 6255 7125 0
 10 6256 7124 1
 10 6256 7126 0
 10 6257 7125 1
 10 6257 7127 0
 10 6258 7126 1
 10 6258 7128 0
 10 6259 destination 0
 10 7118 4269 1
 10 7118 4270 0
 10 7119 4269 1
 10 7119 4271 0
 10 7120 4270 1
 10 7120 4272 0
 10 7121 4271 1
 10 7121 4273 0
 10 7122 4272 1
 10 7122 4274 0
 10 7123 4273 1
 10 7123 4275 0
 10 7124 4274 1
 10 7124 4276 0
 10 7125 4275 1
 10 7125 4277 0
 10 7126 4276 1
 10 7126 4278 0
 10 7127 4277 1
 10 7127 4279 0
 10 7128 destination 0
 10 4269 6304 1
 10 4269 6305 0
 10 4270 6304 1
 10 4270 6306 0
 10 4271 6305 1
 10 4271 6307 0
 10 4272 6306 1
 10 4272 6308 0
 10 4273 6307 1
 10 4273 6309 0
 10 4274 6308 1
 10 4274 6310 0
 10 4275 6309 1
 10 4275 6311 0
 10 4276 6310 1
 10 4276 6312 0
 10 4277 6311 1
 10 4277 6313 0
 10 4278 6312 1
 10 4278 6314 0
 10 4279 destination 0
 10 6304 4797 1
 10 6304 4798 0
 10 6305 4797 1
 10 6305 4799 0
 10 6306 4798 1
 10 6306 4800 0
 10 6307 4799 1
 10 6307 4801 0
 10 6308 4800 1
 10 6308 4802 0
 10 6309 4801 1
 10 6309 4803 0
 10 6310 4802 1
 10 6310 4804 0
 10 6311 4803 1
 10 6311 4805 0
 10 6312 4804 1
 10 6312 4806 0
 10 6313 4805 1
 10 6313 4807 0
 10 6314 destination 0
 10 4797 9846 1
 10 4797 9847 0
 10 4798 9846 1
 10 4798 9848 0
 10 4799 9847 1
 10 4799 9849 0
 10 4800 9848 1
 10 4800 9850 0
 10 4801 9849 1
 10 4801 9851 0
 10 4802 9850 1
 10 4802 9852 0
 10 4803 9851 1
 10 4803 9853 0
 10 4804 9852 1
 10 4804 9854 0
 10 4805 9853 1
 10 4805 9855 0
 10 4806 9854 1
 10 4806 9856 0
 10 4807 destination 0
 10 9846 9956 1
 10 9846 9957 0
 10 9847 9956 1
 10 9847 9958 0
 10 9848 9957 1
 10 9848 9959 0
 10 9849 9958 1
 10 9849 9960 0
 10 9850 9959 1
 10 9850 9961 0
 10 9851 9960 1
 10 9851 9962 0
 10 9852 9961 1
 10 9852 9963 0
 10 9853 9962 1
 10 9853 9964 0
 10 9854 9963 1
 10 9854 9965 0
 10 9855 9964 1
 10 9855 9966 0
 10 9856 destination 0
 10 9956 5853 1
 10 9956 5854 0
 10 9957 5853 1
 10 9957 5855 0
 10 9958 5854 1
 10 9958 5856 0
 10 9959 5855 1
 10 9959 5857 0
 10 9960 5856 1
 10 9960 5858 0
 10 9961 5857 1
 10 9961 5859 0
 10 9962 5858 1
 10 9962 5860 0
 10 9963 5859 1
 10 9963 5861 0
 10 9964 5860 1
 10 9964 5862 0
 10 9965 5861 1
 10 9965 5863 0
 10 9966 destination 0
 10 5853 6722 1
 10 5853 6723 0
 10 5854 6722 1
 10 5854 6724 0
 10 5855 6723 1
 10 5855 6725 0
 10 5856 6724 1
 10 5856 6726 0
 10 5857 6725 1
 10 5857 6727 0
 10 5858 6726 1
 10 5858 6728 0
 10 5859 6727 1
 10 5859 6729 0
 10 5860 6728 1
 10 5860 6730 0
 10 5861 6729 1
 10 5861 6731 0
 10 5862 6730 1
 10 5862 6732 0
 10 5863 destination 0
 10 6722 8779 1
 10 6722 8780 0
 10 6723 8779 1
 10 6723 8781 0
 10 6724 8780 1
 10 6724 8782 0
 10 6725 8781 1
 10 6725 8783 0
 10 6726 8782 1
 10 6726 8784 0
 10 6727 8783 1
 10 6727 8785 0
 10 6728 8784 1
 10 6728 8786 0
 10 6729 8785 1
 10 6729 8787 0
 10 6730 8786 1
 10 6730 8788 0
 10 6731 8787 1
 10 6731 8789 0
 10 6732 destination 0
 10 8779 5677 1
 10 8779 5678 0
 10 8780 5677 1
 10 8780 5679 0
 10 8781 5678 1
 10 8781 5680 0
 10 8782 5679 1
 10 8782 5681 0
 10 8783 5680 1
 10 8783 5682 0
 10 8784 5681 1
 10 8784 5683 0
 10 8785 5682 1
 10 8785 5684 0
 10 8786 5683 1
 10 8786 5685 0
 10 8787 5684 1
 10 8787 5686 0
 10 8788 5685 1
 10 8788 5687 0
 10 8789 destination 0
 10 5677 9593 1
 10 5677 9594 0
 10 5678 9593 1
 10 5678 9595 0
 10 5679 9594 1
 10 5679 9596 0
 10 5680 9595 1
 10 5680 9597 0
 10 5681 9596 1
 10 5681 9598 0
 10 5682 9597 1
 10 5682 9599 0
 10 5683 9598 1
 10 5683 9600 0
 10 5684 9599 1
 10 5684 9601 0
 10 5685 9600 1
 10 5685 9602 0
 10 5686 9601 1
 10 5686 9603 0
 10 5687 destination 0
 10 9593 1310 1
 10 9593 1311 0
 10 9594 1310 1
 10 9594 1312 0
 10 9595 1311 1
 10 9595 1313 0
 10 9596 1312 1
 10 9596 1314 0
 10 9597 1313 1
 10 9597 1315 0
 10 9598 1314 1
 10 9598 1316 0
 10 9599 1315 1
 10 9599 1317 0
 10 9600 1316 1
 10 9600 1318 0
 10 9601 1317 1
 10 9601 1319 0
 10 9602 1318 1
 10 9602 1320 0
 10 9603 destination 0
 10 1310 2575 1
 10 1310 2576 0
 10 1311 2575 1
 10 1311 2577 0
 10 1312 2576 1
 10 1312 2578 0
 10 1313 2577 1
 10 1313 2579 0
 10 1314 2578 1
 10 1314 2580 0
 10 1315 2579 1
 10 1315 2581 0
 10 1316 2580 1
 10 1316 2582 0
 10 1317 2581 1
 10 1317 2583 0
 10 1318 2582 1
 10 1318 2584 0
 10 1319 2583 1
 10 1319 2585 0
 10 1320 destination 0
 10 2575 8977 1
 10 2575 8978 0
 10 2576 8977 1
 10 2576 8979 0
 10 2577 8978 1
 10 2577 8980 0
 10 2578 8979 1
 10 2578 8981 0
 10 2579 8980 1
 10 2579 8982 0
 10 2580 8981 1
 10 2580 8983 0
 10 2581 8982 1
 10 2581 8984 0
 10 2582 8983 1
 10 2582 8985 0
 10 2583 8984 1
 10 2583 8986 0
 10 2584 8985 1
 10 2584 8987 0
 10 2585 destination 0
 10 8977 8614 1
 10 8977 8615 0
 10 8978 8614 1
 10 8978 8616 0
 10 8979 8615 1
 10 8979 8617 0
 10 8980 8616 1
 10 8980 8618 0
 10 8981 8617 1
 10 8981 8619 0
 10 8982 8618 1
 10 8982 8620 0
 10 8983 8619 1
 10 8983 8621 0
 10 8984 8620 1
 10 8984 8622 0
 10 8985 8621 1
 10 8985 8623 0
 10 8986 8622 1
 10 8986 8624 0
 10 8987 destination 0
 10 8614 2047 1
 10 8614 2048 0
 10 8615 2047 1
 10 8615 2049 0
 10 8616 2048 1
 10 8616 2050 0
 10 8617 2049 1
 10 8617 2051 0
 10 8618 2050 1
 10 8618 2052 0
 10 8619 2051 1
 10 8619 2053 0
 10 8620 2052 1
 10 8620 2054 0
 10 8621 2053 1
 10 8621 2055 0
 10 8622 2054 1
 10 8622 2056 0
 10 8623 2055 1
 10 8623 2057 0
 10 8624 destination 0
 10 2047 3598 1
 10 2047 3599 0
 10 2048 3598 1
 10 2048 3600 0
 10 2049 3599 1
 10 2049 3601 0
 10 2050 3600 1
 10 2050 3602 0
 10 2051 3601 1
 10 2051 3603 0
 10 2052 3602 1
 10 2052 3604 0
 10 2053 3603 1
 10 2053 3605 0
 10 2054 3604 1
 10 2054 3606 0
 10 2055 3605 1
 10 2055 3607 0
 10 2056 3606 1
 10 2056 3608 0
 10 2057 destination 0
 10 3598 7030 1
 10 3598 7031 0
 10 3599 7030 1
 10 3599 7032 0
 10 3600 7031 1
 10 3600 7033 0
 10 3601 7032 1
 10 3601 7034 0
 10 3602 7033 1
 10 3602 7035 0
 10 3603 7034 1
 10 3603 7036 0
 10 3604 7035 1
 10 3604 7037 0
 10 3605 7036 1
 10 3605 7038 0
 10 3606 7037 1
 10 3606 7039 0
 10 3607 7038 1
 10 3607 7040 0
 10 3608 destination 0
 10 7030 1277 1
 10 7030 1278 0
 10 7031 1277 1
 10 7031 1279 0
 10 7032 1278 1
 10 7032 1280 0
 10 7033 1279 1
 10 7033 1281 0
 10 7034 1280 1
 10 7034 1282 0
 10 7035 1281 1
 10 7035 1283 0
 10 7036 1282 1
 10 7036 1284 0
 10 7037 1283 1
 10 7037 1285 0
 10 7038 1284 1
 10 7038 1286 0
 10 7039 1285 1
 10 7039 1287 0
 10 7040 destination 0
 10 1277 8295 1
 10 1277 8296 0
 10 1278 8295 1
 10 1278 8297 0
 10 1279 8296 1
 10 1279 8298 0
 10 1280 8297 1
 10 1280 8299 0
 10 1281 8298 1
 10 1281 8300 0
 10 1282 8299 1
 10 1282 8301 0
 10 1283 8300 1
 10 1283 8302 0
 10 1284 8301 1
 10 1284 8303 0
 10 1285 8302 1
 10 1285 8304 0
 10 1286 8303 1
 10 1286 8305 0
 10 1287 destination 0
 10 8295 7910 1
 10 8295 7911 0
 10 8296 7910 1
 10 8296 7912 0
 10 8297 7911 1
 10 8297 7913 0
 10 8298 7912 1
 10 8298 7914 0
 10 8299 7913 1
 10 8299 7915 0
 10 8300 7914 1
 10 8300 7916 0
 10 8301 7915 1
 10 8301 7917 0
 10 8302 7916 1
 10 8302 7918 0
 10 8303 7917 1
 10 8303 7919 0
 10 8304 7918 1
 10 8304 7920 0
 10 8305 destination 0
 10 7910 1 1
 10 7910 2 0
 10 7911 1 1
 10 7911 3 0
 10 7912 2 1
 10 7912 4 0
 10 7913 3 1
 10 7913 5 0
 10 7914 4 1
 10 7914 6 0
 10 7915 5 1
 10 7915 7 0
 10 7916 6 1
 10 7916 8 0
 10 7917 7 1
 10 7917 9 0
 10 7918 8 1
 10 7918 10 0
 10 7919 9 1
 10 7919 11 0
 10 7920 destination 0
 11 source 4071 0
 11 source 4072 0
 11 source 4073 0
 11 source 4074 0
 11 source 4075 0
 11 source 4076 0
 11 source 4077 0
 11 source 4078 0
 11 source 4079 0
 11 source 4080 0
 11 source 4081 0
 11 1 destination 0 
 11 2 destination 0 
 11 3 destination 0 
 11 4 destination 0 
 11 5 destination 0 
 11 6 destination 0 
 11 7 destination 0 
 11 8 destination 0 
 11 9 destination 0 
 11 10 destination 0 
 11 11 destination 0 
 11 4071 9175 1
 11 4071 9177 0
 11 9175 6282 1
 11 9175 6283 0
 11 9176 6282 1
 11 9176 6284 0
 11 9177 6283 1
 11 9177 6285 0
 11 9178 6284 1
 11 9178 6286 0
 11 9179 6285 1
 11 9179 6287 0
 11 9180 6286 1
 11 9180 6288 0
 11 9181 6287 1
 11 9181 6289 0
 11 9182 6288 1
 11 9182 6290 0
 11 9183 6289 1
 11 9183 6291 0
 11 9184 6290 1
 11 9184 6292 0
 11 9185 destination 0
 11 6282 3730 1
 11 6282 3731 0
 11 6283 3730 1
 11 6283 3732 0
 11 6284 3731 1
 11 6284 3733 0
 11 6285 3732 1
 11 6285 3734 0
 11 6286 3733 1
 11 6286 3735 0
 11 6287 3734 1
 11 6287 3736 0
 11 6288 3735 1
 11 6288 3737 0
 11 6289 3736 1
 11 6289 3738 0
 11 6290 3737 1
 11 6290 3739 0
 11 6291 3738 1
 11 6291 3740 0
 11 6292 destination 0
 11 3730 3785 1
 11 3730 3786 0
 11 3731 3785 1
 11 3731 3787 0
 11 3732 3786 1
 11 3732 3788 0
 11 3733 3787 1
 11 3733 3789 0
 11 3734 3788 1
 11 3734 3790 0
 11 3735 3789 1
 11 3735 3791 0
 11 3736 3790 1
 11 3736 3792 0
 11 3737 3791 1
 11 3737 3793 0
 11 3738 3792 1
 11 3738 3794 0
 11 3739 3793 1
 11 3739 3795 0
 11 3740 destination 0
 11 3785 6436 1
 11 3785 6437 0
 11 3786 6436 1
 11 3786 6438 0
 11 3787 6437 1
 11 3787 6439 0
 11 3788 6438 1
 11 3788 6440 0
 11 3789 6439 1
 11 3789 6441 0
 11 3790 6440 1
 11 3790 6442 0
 11 3791 6441 1
 11 3791 6443 0
 11 3792 6442 1
 11 3792 6444 0
 11 3793 6443 1
 11 3793 6445 0
 11 3794 6444 1
 11 3794 6446 0
 11 3795 destination 0
 11 6436 9714 1
 11 6436 9716 0
 11 6437 9714 1
 11 6437 9717 0
 11 6438 9714 1
 11 6438 9718 0
 11 6439 9715 1
 11 6439 9719 0
 11 6440 9716 1
 11 6440 9720 0
 11 6441 9717 1
 11 6441 9721 0
 11 6442 9718 1
 11 6442 9722 0
 11 6443 9719 1
 11 6443 9723 0
 11 6444 9720 1
 11 6444 9724 0
 11 6445 9721 1
 11 6445 9724 0
 11 6446 destination 0
 11 9714 4500 1
 11 9714 4501 0
 11 9715 4500 1
 11 9715 4502 0
 11 9716 4501 1
 11 9716 4503 0
 11 9717 4502 1
 11 9717 4504 0
 11 9718 4503 1
 11 9718 4505 0
 11 9719 4504 1
 11 9719 4506 0
 11 9720 4505 1
 11 9720 4507 0
 11 9721 4506 1
 11 9721 4508 0
 11 9722 4507 1
 11 9722 4509 0
 11 9723 4508 1
 11 9723 4510 0
 11 9724 destination 0
 11 4500 3543 1
 11 4500 3544 0
 11 4501 3543 1
 11 4501 3545 0
 11 4502 3544 1
 11 4502 3546 0
 11 4503 3545 1
 11 4503 3547 0
 11 4504 3546 1
 11 4504 3548 0
 11 4505 3547 1
 11 4505 3549 0
 11 4506 3548 1
 11 4506 3550 0
 11 4507 3549 1
 11 4507 3551 0
 11 4508 3550 1
 11 4508 3552 0
 11 4509 3551 1
 11 4509 3553 0
 11 4510 destination 0
 11 3543 3213 1
 11 3543 3214 0
 11 3544 3213 1
 11 3544 3215 0
 11 3545 3214 1
 11 3545 3216 0
 11 3546 3215 1
 11 3546 3217 0
 11 3547 3216 1
 11 3547 3218 0
 11 3548 3217 1
 11 3548 3219 0
 11 3549 3218 1
 11 3549 3220 0
 11 3550 3219 1
 11 3550 3221 0
 11 3551 3220 1
 11 3551 3222 0
 11 3552 3221 1
 11 3552 3223 0
 11 3553 destination 0
 11 3213 3741 1
 11 3213 3742 0
 11 3214 3741 1
 11 3214 3743 0
 11 3215 3742 1
 11 3215 3744 0
 11 3216 3743 1
 11 3216 3745 0
 11 3217 3744 1
 11 3217 3746 0
 11 3218 3745 1
 11 3218 3747 0
 11 3219 3746 1
 11 3219 3748 0
 11 3220 3747 1
 11 3220 3749 0
 11 3221 3748 1
 11 3221 3750 0
 11 3222 3749 1
 11 3222 3751 0
 11 3223 destination 0
 11 3741 8768 1
 11 3741 8769 0
 11 3742 8768 1
 11 3742 8770 0
 11 3743 8769 1
 11 3743 8771 0
 11 3744 8770 1
 11 3744 8772 0
 11 3745 8771 1
 11 3745 8773 0
 11 3746 8772 1
 11 3746 8774 0
 11 3747 8773 1
 11 3747 8775 0
 11 3748 8774 1
 11 3748 8776 0
 11 3749 8775 1
 11 3749 8777 0
 11 3750 8776 1
 11 3750 8778 0
 11 3751 destination 0
 11 8768 2806 1
 11 8768 2807 0
 11 8769 2806 1
 11 8769 2808 0
 11 8770 2807 1
 11 8770 2809 0
 11 8771 2808 1
 11 8771 2810 0
 11 8772 2809 1
 11 8772 2811 0
 11 8773 2810 1
 11 8773 2812 0
 11 8774 2811 1
 11 8774 2813 0
 11 8775 2812 1
 11 8775 2814 0
 11 8776 2813 1
 11 8776 2815 0
 11 8777 2814 1
 11 8777 2816 0
 11 8778 destination 0
 11 2806 595 1
 11 2806 596 0
 11 2807 595 1
 11 2807 597 0
 11 2808 596 1
 11 2808 598 0
 11 2809 597 1
 11 2809 599 0
 11 2810 598 1
 11 2810 600 0
 11 2811 599 1
 11 2811 601 0
 11 2812 600 1
 11 2812 602 0
 11 2813 601 1
 11 2813 603 0
 11 2814 602 1
 11 2814 604 0
 11 2815 603 1
 11 2815 605 0
 11 2816 destination 0
 11 595 7063 1
 11 595 7064 0
 11 596 7063 1
 11 596 7065 0
 11 597 7064 1
 11 597 7066 0
 11 598 7065 1
 11 598 7067 0
 11 599 7066 1
 11 599 7068 0
 11 600 7067 1
 11 600 7069 0
 11 601 7068 1
 11 601 7070 0
 11 602 7069 1
 11 602 7071 0
 11 603 7070 1
 11 603 7072 0
 11 604 7071 1
 11 604 7073 0
 11 605 destination 0
 11 7063 5061 1
 11 7063 5062 0
 11 7064 5061 1
 11 7064 5063 0
 11 7065 5062 1
 11 7065 5064 0
 11 7066 5063 1
 11 7066 5065 0
 11 7067 5064 1
 11 7067 5066 0
 11 7068 5065 1
 11 7068 5067 0
 11 7069 5066 1
 11 7069 5068 0
 11 7070 5067 1
 11 7070 5069 0
 11 7071 5068 1
 11 7071 5070 0
 11 7072 5069 1
 11 7072 5071 0
 11 7073 destination 0
 11 5061 3411 1
 11 5061 3412 0
 11 5062 3411 1
 11 5062 3413 0
 11 5063 3412 1
 11 5063 3414 0
 11 5064 3413 1
 11 5064 3415 0
 11 5065 3414 1
 11 5065 3416 0
 11 5066 3415 1
 11 5066 3417 0
 11 5067 3416 1
 11 5067 3418 0
 11 5068 3417 1
 11 5068 3419 0
 11 5069 3418 1
 11 5069 3420 0
 11 5070 3419 1
 11 5070 3421 0
 11 5071 destination 0
 11 3411 5347 1
 11 3411 5348 0
 11 3412 5347 1
 11 3412 5349 0
 11 3413 5348 1
 11 3413 5350 0
 11 3414 5349 1
 11 3414 5351 0
 11 3415 5350 1
 11 3415 5352 0
 11 3416 5351 1
 11 3416 5353 0
 11 3417 5352 1
 11 3417 5354 0
 11 3418 5353 1
 11 3418 5355 0
 11 3419 5354 1
 11 3419 5356 0
 11 3420 5355 1
 11 3420 5357 0
 11 3421 destination 0
 11 5347 5534 1
 11 5347 5535 0
 11 5348 5534 1
 11 5348 5536 0
 11 5349 5535 1
 11 5349 5537 0
 11 5350 5536 1
 11 5350 5538 0
 11 5351 5537 1
 11 5351 5539 0
 11 5352 5538 1
 11 5352 5540 0
 11 5353 5539 1
 11 5353 5541 0
 11 5354 5540 1
 11 5354 5542 0
 11 5355 5541 1
 11 5355 5543 0
 11 5356 5542 1
 11 5356 5544 0
 11 5357 destination 0
 11 5534 5358 1
 11 5534 5361 0
 11 5535 5358 1
 11 5535 5362 0
 11 5536 5358 1
 11 5536 5363 0
 11 5537 5358 1
 11 5537 5364 0
 11 5538 5359 1
 11 5538 5365 0
 11 5539 5360 1
 11 5539 5366 0
 11 5540 5361 1
 11 5540 5367 0
 11 5541 5362 1
 11 5541 5368 0
 11 5542 5363 1
 11 5542 5368 0
 11 5543 5364 1
 11 5543 5368 0
 11 5544 destination 0
 11 5358 507 1
 11 5358 508 0
 11 5359 507 1
 11 5359 509 0
 11 5360 508 1
 11 5360 510 0
 11 5361 509 1
 11 5361 511 0
 11 5362 510 1
 11 5362 512 0
 11 5363 511 1
 11 5363 513 0
 11 5364 512 1
 11 5364 514 0
 11 5365 513 1
 11 5365 515 0
 11 5366 514 1
 11 5366 516 0
 11 5367 515 1
 11 5367 517 0
 11 5368 destination 0
 11 507 8548 1
 11 507 8549 0
 11 508 8548 1
 11 508 8550 0
 11 509 8549 1
 11 509 8551 0
 11 510 8550 1
 11 510 8552 0
 11 511 8551 1
 11 511 8553 0
 11 512 8552 1
 11 512 8554 0
 11 513 8553 1
 11 513 8555 0
 11 514 8554 1
 11 514 8556 0
 11 515 8555 1
 11 515 8557 0
 11 516 8556 1
 11 516 8558 0
 11 517 destination 0
 11 8548 2960 1
 11 8548 2961 0
 11 8549 2960 1
 11 8549 2962 0
 11 8550 2961 1
 11 8550 2963 0
 11 8551 2962 1
 11 8551 2964 0
 11 8552 2963 1
 11 8552 2965 0
 11 8553 2964 1
 11 8553 2966 0
 11 8554 2965 1
 11 8554 2967 0
 11 8555 2966 1
 11 8555 2968 0
 11 8556 2967 1
 11 8556 2969 0
 11 8557 2968 1
 11 8557 2970 0
 11 8558 destination 0
 11 2960 3114 1
 11 2960 3115 0
 11 2961 3114 1
 11 2961 3116 0
 11 2962 3115 1
 11 2962 3117 0
 11 2963 3116 1
 11 2963 3118 0
 11 2964 3117 1
 11 2964 3119 0
 11 2965 3118 1
 11 2965 3120 0
 11 2966 3119 1
 11 2966 3121 0
 11 2967 3120 1
 11 2967 3122 0
 11 2968 3121 1
 11 2968 3123 0
 11 2969 3122 1
 11 2969 3124 0
 11 2970 destination 0
 11 3114 1244 1
 11 3114 1245 0
 11 3115 1244 1
 11 3115 1246 0
 11 3116 1245 1
 11 3116 1247 0
 11 3117 1246 1
 11 3117 1248 0
 11 3118 1247 1
 11 3118 1249 0
 11 3119 1248 1
 11 3119 1250 0
 11 3120 1249 1
 11 3120 1251 0
 11 3121 1250 1
 11 3121 1252 0
 11 3122 1251 1
 11 3122 1253 0
 11 3123 1252 1
 11 3123 1254 0
 11 3124 destination 0
 11 1244 7866 1
 11 1244 7867 0
 11 1245 7866 1
 11 1245 7868 0
 11 1246 7867 1
 11 1246 7869 0
 11 1247 7868 1
 11 1247 7870 0
 11 1248 7869 1
 11 1248 7871 0
 11 1249 7870 1
 11 1249 7872 0
 11 1250 7871 1
 11 1250 7873 0
 11 1251 7872 1
 11 1251 7874 0
 11 1252 7873 1
 11 1252 7875 0
 11 1253 7874 1
 11 1253 7876 0
 11 1254 destination 0
 11 7866 4060 1
 11 7866 4061 0
 11 7867 4060 1
 11 7867 4062 0
 11 7868 4061 1
 11 7868 4063 0
 11 7869 4062 1
 11 7869 4064 0
 11 7870 4063 1
 11 7870 4065 0
 11 7871 4064 1
 11 7871 4066 0
 11 7872 4065 1
 11 7872 4067 0
 11 7873 4066 1
 11 7873 4068 0
 11 7874 4067 1
 11 7874 4069 0
 11 7875 4068 1
 11 7875 4070 0
 11 7876 destination 0
 11 4060 2113 1
 11 4060 2114 0
 11 4061 2113 1
 11 4061 2115 0
 11 4062 2114 1
 11 4062 2116 0
 11 4063 2115 1
 11 4063 2117 0
 11 4064 2116 1
 11 4064 2118 0
 11 4065 2117 1
 11 4065 2119 0
 11 4066 2118 1
 11 4066 2120 0
 11 4067 2119 1
 11 4067 2121 0
 11 4068 2120 1
 11 4068 2122 0
 11 4069 2121 1
 11 4069 2123 0
 11 4070 destination 0
 11 2113 7767 1
